-2.40	-2.10	3.0	6.5		0.000	0.000	0.008	0.000	0.000
-2.40	-2.10	6.5	7.5		0.000	0.000	0.025	0.000	0.000
-2.40	-2.10	7.5	8.5		0.000	0.000	0.023	0.000	0.000
-2.40	-2.10	8.5	9.5		0.000	0.000	0.020	0.000	0.000
-2.40	-2.10	9.5	11.0		0.000	0.000	0.011	0.000	0.000
-2.40	-2.10	11.0	13.5		0.588	0.027	0.026	0.000	0.000
-2.40	-2.10	13.5	17.5		0.944	0.009	0.008	0.013	0.013
-2.40	-2.10	17.5	22.5		0.942	0.006	0.006	0.009	0.009
-2.40	-2.10	22.5	27.5		0.947	0.004	0.004	0.009	0.009
-2.40	-2.10	27.5	32.5		0.947	0.003	0.003	0.007	0.007
-2.40	-2.10	32.5	37.5		0.949	0.003	0.002	0.004	0.004
-2.40	-2.10	37.5	42.5		0.949	0.002	0.002	0.000	0.000
-2.40	-2.10	42.5	47.5		0.948	0.002	0.002	0.000	0.000
-2.40	-2.10	47.5	55.0		0.949	0.003	0.003	0.006	0.006
-2.40	-2.10	55.0	80.0		0.942	0.005	0.004	0.000	0.000
-2.40	-2.10	80.0	150.0		0.952	0.015	0.012	0.031	0.031
-2.10	-1.60	3.0	6.5		0.000	0.000	0.005	0.000	0.000
-2.10	-1.60	6.5	7.5		0.000	0.000	0.016	0.000	0.000
-2.10	-1.60	7.5	8.5		0.000	0.000	0.014	0.000	0.000
-2.10	-1.60	8.5	9.5		0.000	0.000	0.013	0.000	0.000
-2.10	-1.60	9.5	11.0		0.000	0.000	0.007	0.000	0.000
-2.10	-1.60	11.0	13.5		0.642	0.021	0.020	0.045	0.045
-2.10	-1.60	13.5	17.5		0.964	0.005	0.005	0.011	0.011
-2.10	-1.60	17.5	22.5		0.974	0.003	0.003	0.000	0.000
-2.10	-1.60	22.5	27.5		0.978	0.002	0.002	0.004	0.004
-2.10	-1.60	27.5	32.5		0.977	0.002	0.001	0.002	0.002
-2.10	-1.60	32.5	37.5		0.977	0.001	0.001	0.000	0.000
-2.10	-1.60	37.5	42.5		0.975	0.001	0.001	0.002	0.002
-2.10	-1.60	42.5	47.5		0.975	0.001	0.001	0.001	0.001
-2.10	-1.60	47.5	55.0		0.974	0.001	0.001	0.000	0.000
-2.10	-1.60	55.0	80.0		0.976	0.002	0.002	0.000	0.000
-2.10	-1.60	80.0	150.0		0.980	0.006	0.005	0.000	0.000
-1.60	-1.20	3.0	6.5		0.000	0.000	0.010	0.000	0.000
-1.60	-1.20	6.5	7.5		0.000	0.000	0.022	0.000	0.000
-1.60	-1.20	7.5	8.5		0.000	0.000	0.018	0.000	0.000
-1.60	-1.20	8.5	9.5		0.000	0.000	0.017	0.000	0.000
-1.60	-1.20	9.5	11.0		0.000	0.000	0.012	0.000	0.000
-1.60	-1.20	11.0	13.5		0.610	0.028	0.027	0.039	0.039
-1.60	-1.20	13.5	17.5		0.980	0.006	0.005	0.010	0.010
-1.60	-1.20	17.5	22.5		0.974	0.004	0.003	0.005	0.005
-1.60	-1.20	22.5	27.5		0.976	0.003	0.002	0.007	0.007
-1.60	-1.20	27.5	32.5		0.981	0.002	0.002	0.000	0.000
-1.60	-1.20	32.5	37.5		0.981	0.001	0.001	0.000	0.000
-1.60	-1.20	37.5	42.5		0.984	0.001	0.001	0.001	0.001
-1.60	-1.20	42.5	47.5		0.985	0.001	0.001	0.000	0.000
-1.60	-1.20	47.5	55.0		0.983	0.001	0.001	0.000	0.000
-1.60	-1.20	55.0	80.0		0.989	0.002	0.001	0.004	0.004
-1.60	-1.20	80.0	150.0		0.989	0.005	0.003	0.000	0.000
-1.20	-0.80	3.0	6.5		0.000	0.000	0.023	0.000	0.000
-1.20	-0.80	6.5	7.5		0.000	0.000	0.035	0.000	0.000
-1.20	-0.80	7.5	8.5		0.000	0.000	0.028	0.000	0.000
-1.20	-0.80	8.5	9.5		0.000	0.000	0.019	0.000	0.000
-1.20	-0.80	9.5	11.0		0.000	0.000	0.012	0.000	0.000
-1.20	-0.80	11.0	13.5		0.618	0.029	0.028	0.000	0.000
-1.20	-0.80	13.5	17.5		0.954	0.008	0.007	0.012	0.012
-1.20	-0.80	17.5	22.5		0.947	0.005	0.005	0.011	0.011
-1.20	-0.80	22.5	27.5		0.953	0.003	0.003	0.006	0.006
-1.20	-0.80	27.5	32.5		0.951	0.002	0.002	0.003	0.003
-1.20	-0.80	32.5	37.5		0.952	0.002	0.002	0.000	0.000
-1.20	-0.80	37.5	42.5		0.952	0.001	0.001	0.002	0.002
-1.20	-0.80	42.5	47.5		0.952	0.001	0.001	0.003	0.003
-1.20	-0.80	47.5	55.0		0.949	0.002	0.002	0.004	0.004
-1.20	-0.80	55.0	80.0		0.953	0.003	0.003	0.006	0.006
-1.20	-0.80	80.0	150.0		0.940	0.008	0.007	0.009	0.009
-0.80	-0.30	3.0	6.5		0.000	0.000	0.051	0.000	0.000
-0.80	-0.30	6.5	7.5		0.000	0.000	0.051	0.000	0.000
-0.80	-0.30	7.5	8.5		0.000	0.000	0.034	0.000	0.000
-0.80	-0.30	8.5	9.5		0.000	0.000	0.028	0.000	0.000
-0.80	-0.30	9.5	11.0		0.000	0.000	0.011	0.000	0.000
-0.80	-0.30	11.0	13.5		0.668	0.022	0.021	0.000	0.000
-0.80	-0.30	13.5	17.5		0.975	0.005	0.004	0.008	0.008
-0.80	-0.30	17.5	22.5		0.979	0.002	0.002	0.004	0.004
-0.80	-0.30	22.5	27.5		0.975	0.002	0.002	0.000	0.000
-0.80	-0.30	27.5	32.5		0.977	0.001	0.001	0.001	0.001
-0.80	-0.30	32.5	37.5		0.974	0.001	0.001	0.004	0.004
-0.80	-0.30	37.5	42.5		0.973	0.001	0.001	0.003	0.003
-0.80	-0.30	42.5	47.5		0.974	0.001	0.001	0.002	0.002
-0.80	-0.30	47.5	55.0		0.973	0.001	0.001	0.002	0.002
-0.80	-0.30	55.0	80.0		0.975	0.002	0.002	0.002	0.002
-0.80	-0.30	80.0	150.0		0.969	0.005	0.004	0.000	0.000
-0.30	-0.20	3.0	6.5		0.000	0.000	0.841	0.000	0.000
-0.30	-0.20	6.5	7.5		0.000	0.000	0.459	0.000	0.000
-0.30	-0.20	7.5	8.5		0.000	0.000	0.459	0.000	0.000
-0.30	-0.20	8.5	9.5		0.000	0.000	0.369	0.000	0.000
-0.30	-0.20	9.5	11.0		0.000	0.000	0.068	0.000	0.000
-0.30	-0.20	11.0	13.5		0.641	0.062	0.058	0.000	0.000
-0.30	-0.20	13.5	17.5		0.904	0.021	0.018	0.031	0.031
-0.30	-0.20	17.5	22.5		0.897	0.012	0.011	0.000	0.000
-0.30	-0.20	22.5	27.5		0.886	0.008	0.008	0.017	0.017
-0.30	-0.20	27.5	32.5		0.905	0.005	0.005	0.013	0.013
-0.30	-0.20	32.5	37.5		0.901	0.004	0.004	0.014	0.014
-0.30	-0.20	37.5	42.5		0.897	0.004	0.004	0.005	0.005
-0.30	-0.20	42.5	47.5		0.893	0.004	0.004	0.009	0.009
-0.30	-0.20	47.5	55.0		0.883	0.005	0.005	0.014	0.014
-0.30	-0.20	55.0	80.0		0.890	0.008	0.007	0.017	0.017
-0.30	-0.20	80.0	150.0		0.900	0.021	0.018	0.027	0.027
-0.20	0.20	3.0	6.5		0.000	0.000	0.154	0.000	0.000
-0.20	0.20	6.5	7.5		0.000	0.000	0.132	0.000	0.000
-0.20	0.20	7.5	8.5		0.000	0.000	0.080	0.000	0.000
-0.20	0.20	8.5	9.5		0.000	0.000	0.062	0.000	0.000
-0.20	0.20	9.5	11.0		0.000	0.000	0.020	0.000	0.000
-0.20	0.20	11.0	13.5		0.680	0.029	0.028	0.000	0.000
-0.20	0.20	13.5	17.5		0.964	0.007	0.006	0.011	0.011
-0.20	0.20	17.5	22.5		0.969	0.003	0.003	0.000	0.000
-0.20	0.20	22.5	27.5		0.969	0.002	0.002	0.002	0.002
-0.20	0.20	27.5	32.5		0.967	0.001	0.001	0.004	0.004
-0.20	0.20	32.5	37.5		0.967	0.001	0.001	0.001	0.001
-0.20	0.20	37.5	42.5		0.966	0.001	0.001	0.000	0.000
-0.20	0.20	42.5	47.5		0.966	0.001	0.001	0.002	0.002
-0.20	0.20	47.5	55.0		0.968	0.001	0.001	0.000	0.000
-0.20	0.20	55.0	80.0		0.963	0.002	0.002	0.002	0.002
-0.20	0.20	80.0	150.0		0.967	0.006	0.005	0.008	0.008
0.20	0.30	3.0	6.5		0.000	0.000	0.459	0.000	0.000
0.20	0.30	6.5	7.5		0.000	0.000	0.602	0.000	0.000
0.20	0.30	7.5	8.5		0.000	0.000	0.206	0.000	0.000
0.20	0.30	8.5	9.5		0.000	0.000	0.264	0.000	0.000
0.20	0.30	9.5	11.0		0.000	0.000	0.068	0.000	0.000
0.20	0.30	11.0	13.5		0.672	0.069	0.063	0.000	0.000
0.20	0.30	13.5	17.5		0.876	0.024	0.021	0.040	0.040
0.20	0.30	17.5	22.5		0.900	0.012	0.011	0.000	0.000
0.20	0.30	22.5	27.5		0.910	0.007	0.007	0.010	0.010
0.20	0.30	27.5	32.5		0.915	0.005	0.005	0.000	0.000
0.20	0.30	32.5	37.5		0.905	0.004	0.004	0.005	0.005
0.20	0.30	37.5	42.5		0.909	0.004	0.003	0.006	0.006
0.20	0.30	42.5	47.5		0.907	0.004	0.004	0.004	0.004
0.20	0.30	47.5	55.0		0.910	0.005	0.005	0.010	0.010
0.20	0.30	55.0	80.0		0.905	0.007	0.007	0.000	0.000
0.20	0.30	80.0	150.0		0.900	0.021	0.018	0.000	0.000
0.30	0.80	3.0	6.5		0.000	0.000	0.047	0.000	0.000
0.30	0.80	6.5	7.5		0.000	0.000	0.045	0.000	0.000
0.30	0.80	7.5	8.5		0.000	0.000	0.033	0.000	0.000
0.30	0.80	8.5	9.5		0.000	0.000	0.026	0.000	0.000
0.30	0.80	9.5	11.0		0.000	0.000	0.011	0.000	0.000
0.30	0.80	11.0	13.5		0.665	0.023	0.022	0.060	0.060
0.30	0.80	13.5	17.5		0.979	0.004	0.004	0.007	0.007
0.30	0.80	17.5	22.5		0.980	0.002	0.002	0.000	0.000
0.30	0.80	22.5	27.5		0.979	0.002	0.002	0.000	0.000
0.30	0.80	27.5	32.5		0.977	0.001	0.001	0.002	0.002
0.30	0.80	32.5	37.5		0.976	0.001	0.001	0.002	0.002
0.30	0.80	37.5	42.5		0.977	0.001	0.001	0.001	0.001
0.30	0.80	42.5	47.5		0.977	0.001	0.001	0.000	0.000
0.30	0.80	47.5	55.0		0.976	0.001	0.001	0.000	0.000
0.30	0.80	55.0	80.0		0.980	0.001	0.001	0.004	0.004
0.30	0.80	80.0	150.0		0.970	0.005	0.004	0.008	0.008
0.80	1.20	3.0	6.5		0.000	0.000	0.026	0.000	0.000
0.80	1.20	6.5	7.5		0.000	0.000	0.037	0.000	0.000
0.80	1.20	7.5	8.5		0.000	0.000	0.025	0.000	0.000
0.80	1.20	8.5	9.5		0.000	0.000	0.020	0.000	0.000
0.80	1.20	9.5	11.0		0.000	0.000	0.012	0.000	0.000
0.80	1.20	11.0	13.5		0.616	0.030	0.029	0.000	0.000
0.80	1.20	13.5	17.5		0.961	0.007	0.006	0.000	0.000
0.80	1.20	17.5	22.5		0.954	0.005	0.005	0.007	0.007
0.80	1.20	22.5	27.5		0.955	0.003	0.003	0.007	0.007
0.80	1.20	27.5	32.5		0.958	0.002	0.002	0.002	0.002
0.80	1.20	32.5	37.5		0.959	0.002	0.002	0.002	0.002
0.80	1.20	37.5	42.5		0.958	0.001	0.001	0.001	0.001
0.80	1.20	42.5	47.5		0.956	0.001	0.001	0.001	0.001
0.80	1.20	47.5	55.0		0.962	0.002	0.002	0.000	0.000
0.80	1.20	55.0	80.0		0.955	0.003	0.002	0.007	0.007
0.80	1.20	80.0	150.0		0.953	0.007	0.006	0.014	0.014
1.20	1.60	3.0	6.5		0.000	0.000	0.009	0.000	0.000
1.20	1.60	6.5	7.5		0.000	0.000	0.019	0.000	0.000
1.20	1.60	7.5	8.5		0.000	0.000	0.023	0.000	0.000
1.20	1.60	8.5	9.5		0.000	0.000	0.017	0.000	0.000
1.20	1.60	9.5	11.0		0.000	0.000	0.011	0.000	0.000
1.20	1.60	11.0	13.5		0.648	0.030	0.028	0.034	0.034
1.20	1.60	13.5	17.5		0.978	0.007	0.005	0.000	0.000
1.20	1.60	17.5	22.5		0.982	0.003	0.003	0.000	0.000
1.20	1.60	22.5	27.5		0.988	0.002	0.002	0.000	0.000
1.20	1.60	27.5	32.5		0.983	0.002	0.001	0.000	0.000
1.20	1.60	32.5	37.5		0.988	0.001	0.001	0.001	0.001
1.20	1.60	37.5	42.5		0.986	0.001	0.001	0.000	0.000
1.20	1.60	42.5	47.5		0.988	0.001	0.001	0.002	0.002
1.20	1.60	47.5	55.0		0.987	0.001	0.001	0.002	0.002
1.20	1.60	55.0	80.0		0.987	0.002	0.001	0.002	0.002
1.20	1.60	80.0	150.0		0.981	0.006	0.004	0.000	0.000
1.60	2.10	3.0	6.5		0.000	0.000	0.005	0.000	0.000
1.60	2.10	6.5	7.5		0.000	0.000	0.016	0.000	0.000
1.60	2.10	7.5	8.5		0.000	0.000	0.014	0.000	0.000
1.60	2.10	8.5	9.5		0.000	0.000	0.012	0.000	0.000
1.60	2.10	9.5	11.0		0.000	0.000	0.008	0.000	0.000
1.60	2.10	11.0	13.5		0.654	0.021	0.020	0.027	0.027
1.60	2.10	13.5	17.5		0.972	0.005	0.004	0.008	0.008
1.60	2.10	17.5	22.5		0.976	0.003	0.003	0.000	0.000
1.60	2.10	22.5	27.5		0.979	0.002	0.002	0.003	0.003
1.60	2.10	27.5	32.5		0.976	0.002	0.001	0.002	0.002
1.60	2.10	32.5	37.5		0.977	0.001	0.001	0.001	0.001
1.60	2.10	37.5	42.5		0.977	0.001	0.001	0.002	0.002
1.60	2.10	42.5	47.5		0.978	0.001	0.001	0.002	0.002
1.60	2.10	47.5	55.0		0.976	0.001	0.001	0.002	0.002
1.60	2.10	55.0	80.0		0.975	0.002	0.002	0.000	0.000
1.60	2.10	80.0	150.0		0.969	0.007	0.006	0.000	0.000
2.10	2.40	3.0	6.5		0.000	0.000	0.008	0.000	0.000
2.10	2.40	6.5	7.5		0.000	0.000	0.028	0.000	0.000
2.10	2.40	7.5	8.5		0.000	0.000	0.020	0.000	0.000
2.10	2.40	8.5	9.5		0.000	0.000	0.020	0.000	0.000
2.10	2.40	9.5	11.0		0.000	0.000	0.012	0.000	0.000
2.10	2.40	11.0	13.5		0.559	0.027	0.027	0.000	0.000
2.10	2.40	13.5	17.5		0.937	0.009	0.008	0.022	0.022
2.10	2.40	17.5	22.5		0.935	0.006	0.006	0.012	0.012
2.10	2.40	22.5	27.5		0.946	0.004	0.004	0.010	0.010
2.10	2.40	27.5	32.5		0.945	0.003	0.003	0.004	0.004
2.10	2.40	32.5	37.5		0.947	0.003	0.002	0.006	0.006
2.10	2.40	37.5	42.5		0.946	0.002	0.002	0.000	0.000
2.10	2.40	42.5	47.5		0.946	0.002	0.002	0.004	0.004
2.10	2.40	47.5	55.0		0.947	0.003	0.003	0.000	0.000
2.10	2.40	55.0	80.0		0.947	0.005	0.004	0.000	0.000
2.10	2.40	80.0	150.0		0.966	0.012	0.009	0.050	0.050
